Année,Secteurs géographiques,Numéro du quartier,Nom du quartier,Nombre de pièces principales,Epoque de construction,Type de location,Loyers de référence,Loyers de référence majorés,Loyers de référence minorés,Ville,Numéro INSEE du quartier
2024,5,33,Saint-Georges,2,Avant 1946,non meublé,26.7,32.0,18.7,PARIS,7510933
2025,6,65,Ternes,1,Apres 1990,non meublé,28.6,34.3,20.0,PARIS,7511765
2019,1,27,Ecole-Militaire,2,Apres 1990,meublé,32.9,39.5,23.0,PARIS,7510727
2022,13,80,Charonne,4,1946-1970,non meublé,14.3,17.16,10.01,PARIS,7512080
2025,2,34,Chaussée-d'Antin,4,1971-1990,non meublé,23.8,28.6,16.7,PARIS,7510934
2022,13,74,Pont-de-Flandre,3,Apres 1990,meublé,21.2,25.44,14.84,PARIS,7511974
2022,3,62,Muette,2,1971-1990,meublé,30.8,36.96,21.56,PARIS,7511662
2019,6,65,Ternes,2,1946-1970,non meublé,24.2,29.0,16.9,PARIS,7511765
2023,5,37,Saint-Vincent-de-Paul,4,1946-1970,non meublé,22.2,26.6,15.5,PARIS,7511037
2022,5,36,Rochechouart,4,Apres 1990,non meublé,21.2,25.44,14.84,PARIS,7510936
2022,1,23,Notre-Dame-des-Champs,4,1971-1990,non meublé,25.1,30.12,17.57,PARIS,7510623
2020,4,12,Sainte-Avoie,2,Avant 1946,non meublé,27.7,33.24,19.39,PARIS,7510312
2024,2,13,Saint-Merri,2,1946-1970,meublé,31.5,37.8,22.1,PARIS,7510413
2019,2,13,Saint-Merri,3,Apres 1990,meublé,27.8,33.4,19.5,PARIS,7510413
2025,9,46,Picpus,3,1946-1970,non meublé,20.6,24.7,14.4,PARIS,7511246
2021,2,24,Saint-Germain-des-Prés,2,1971-1990,non meublé,26.0,31.2,18.2,PARIS,7510624
2024,2,5,Gaillon,2,1946-1970,non meublé,27.6,33.1,19.3,PARIS,7510205
2019,14,47,Bercy,3,1946-1970,non meublé,18.3,22.0,12.8,PARIS,7511247
2024,2,30,Faubourg-du-Roule,4,1971-1990,meublé,26.3,31.6,18.4,PARIS,7510830
2021,5,33,Saint-Georges,1,1946-1970,meublé,31.7,38.04,22.19,PARIS,7510933
2021,11,40,Hôpital-Saint-Louis,4,1946-1970,non meublé,21.5,25.8,15.05,PARIS,7511040
2021,4,17,Saint-Victor,4,1946-1970,non meublé,23.3,27.96,16.31,PARIS,7510517
2022,11,71,Goutte-d'Or,3,Apres 1990,non meublé,21.9,26.28,15.33,PARIS,7511871
2020,4,14,Saint-Gervais,3,Avant 1946,meublé,28.3,33.96,19.81,PARIS,7510414
2019,2,16,Notre-Dame,3,Avant 1946,meublé,29.6,35.5,20.7,PARIS,7510416
2020,3,32,Europe,1,1946-1970,non meublé,28.3,33.96,19.81,PARIS,7510832
2020,14,76,Combat,1,Avant 1946,meublé,28.5,34.2,19.95,PARIS,7511976
2023,4,7,Mail,1,Avant 1946,non meublé,32.4,38.9,22.7,PARIS,7510207
2020,11,41,Folie-Méricourt,2,1971-1990,meublé,25.9,31.08,18.13,PARIS,7511141
2019,5,37,Saint-Vincent-de-Paul,4,Avant 1946,non meublé,19.8,23.8,13.9,PARIS,7511037
2021,2,29,Champs-Elysées,2,1946-1970,meublé,30.5,36.6,21.35,PARIS,7510829
2024,5,33,Saint-Georges,1,1971-1990,non meublé,28.0,33.6,19.6,PARIS,7510933
2021,1,27,Ecole-Militaire,2,Avant 1946,meublé,32.3,38.76,22.61,PARIS,7510727
2021,3,32,Europe,1,Apres 1990,non meublé,28.9,34.68,20.23,PARIS,7510832
2021,2,13,Saint-Merri,2,1946-1970,meublé,30.5,36.6,21.35,PARIS,7510413
2023,5,2,Halles,2,Apres 1990,non meublé,26.7,32.0,18.7,PARIS,7510102
2024,13,50,Gare,1,1946-1970,meublé,29.1,34.9,20.4,PARIS,7511350
2020,6,65,Ternes,1,Avant 1946,meublé,32.1,38.52,22.47,PARIS,7511765
2019,14,76,Combat,4,1946-1970,meublé,20.1,24.1,14.1,PARIS,7511976
2020,14,45,Bel-Air,4,Apres 1990,meublé,23.8,28.56,16.66,PARIS,7511245
2022,13,75,Amérique,3,Avant 1946,non meublé,20.7,24.84,14.49,PARIS,7511975
2022,13,80,Charonne,3,1946-1970,meublé,19.2,23.04,13.44,PARIS,7512080
2024,4,10,Enfants-Rouges,3,1946-1970,non meublé,22.8,27.4,16.0,PARIS,7510310
2020,11,71,Goutte-d'Or,4,Avant 1946,non meublé,21.4,25.68,14.98,PARIS,7511871
2019,10,55,Petit-Montrouge,4,Avant 1946,non meublé,21.0,25.2,14.7,PARIS,7511455
2021,2,13,Saint-Merri,1,Apres 1990,meublé,37.2,44.64,26.04,PARIS,7510413
2022,2,30,Faubourg-du-Roule,2,1971-1990,meublé,29.9,35.88,20.93,PARIS,7510830
2021,4,7,Mail,4,1971-1990,non meublé,22.3,26.76,15.61,PARIS,7510207
2024,11,39,Porte-Saint-Martin,2,Apres 1990,meublé,25.8,31.0,18.1,PARIS,7511039
2023,7,61,Auteuil,2,Apres 1990,meublé,29.9,35.9,20.9,PARIS,7511661
2023,5,33,Saint-Georges,2,1971-1990,non meublé,23.6,28.3,16.5,PARIS,7510933
2023,13,80,Charonne,1,Avant 1946,meublé,30.4,36.5,21.3,PARIS,7512080
2021,4,10,Enfants-Rouges,2,Avant 1946,meublé,31.6,37.92,22.12,PARIS,7510310
2022,4,9,Arts-et-Metiers,2,1946-1970,meublé,26.3,31.56,18.41,PARIS,7510309
2023,14,76,Combat,2,Apres 1990,meublé,26.7,32.0,18.7,PARIS,7511976
2025,5,52,Croulebarbe,1,Avant 1946,meublé,36.8,44.2,25.8,PARIS,7511352
2021,2,15,Arsenal,4,Avant 1946,meublé,29.0,34.8,20.3,PARIS,7510415
2019,5,2,Halles,2,Apres 1990,non meublé,24.5,29.4,17.2,PARIS,7510102
2022,3,62,Muette,4,Avant 1946,meublé,27.3,32.76,19.11,PARIS,7511662
2023,2,24,Saint-Germain-des-Prés,4,Avant 1946,meublé,29.4,35.3,20.6,PARIS,7510624
2019,2,3,Palais-Royal,2,1946-1970,meublé,30.1,36.1,21.1,PARIS,7510103
2021,14,76,Combat,3,1946-1970,meublé,21.8,26.16,15.26,PARIS,7511976
2020,4,9,Arts-et-Metiers,3,Apres 1990,meublé,26.0,31.2,18.2,PARIS,7510309
2025,3,64,Chaillot,2,1971-1990,non meublé,28.7,34.4,20.1,PARIS,7511664
2019,5,35,Faubourg-Montmartre,1,Apres 1990,meublé,31.3,37.6,21.9,PARIS,7510935
2019,6,65,Ternes,4,1971-1990,non meublé,21.8,26.2,15.3,PARIS,7511765
2020,7,59,Grenelle,1,1971-1990,non meublé,26.3,31.56,18.41,PARIS,7511559
2023,10,42,Saint-Ambroise,4,Avant 1946,non meublé,22.0,26.4,15.4,PARIS,7511142
2021,2,22,Odeon,3,Avant 1946,meublé,30.9,37.08,21.63,PARIS,7510622
2019,5,38,Porte-Saint-Denis,2,1946-1970,meublé,25.9,31.1,18.1,PARIS,7511038
2020,11,48,Quinze-Vingts,1,Avant 1946,meublé,31.8,38.16,22.26,PARIS,7511248
2020,2,29,Champs-Elysées,4,1971-1990,meublé,25.1,30.12,17.57,PARIS,7510829
2023,2,31,Madeleine,3,Apres 1990,meublé,29.0,34.8,20.3,PARIS,7510831
2021,6,66,Plaine de Monceaux,1,1946-1970,meublé,31.1,37.32,21.77,PARIS,7511766
2023,4,7,Mail,3,Apres 1990,non meublé,23.3,28.0,16.3,PARIS,7510207
2022,2,31,Madeleine,3,1971-1990,meublé,26.2,31.44,18.34,PARIS,7510831
2025,10,55,Petit-Montrouge,2,Avant 1946,non meublé,27.1,32.5,19.0,PARIS,7511455
2024,2,21,Monnaie,4,Apres 1990,meublé,30.6,36.7,21.4,PARIS,7510621
2022,9,69,Grandes-Carrières,3,1971-1990,meublé,24.8,29.76,17.36,PARIS,7511869
2022,4,20,Sorbonne,2,Avant 1946,meublé,31.8,38.16,22.26,PARIS,7510520
2021,2,21,Monnaie,3,1971-1990,non meublé,23.1,27.72,16.17,PARIS,7510621
2024,10,67,Batignolles,1,1946-1970,meublé,29.8,35.8,20.9,PARIS,7511767
2020,4,14,Saint-Gervais,4,1971-1990,non meublé,22.9,27.48,16.03,PARIS,7510414
2022,10,55,Petit-Montrouge,4,Apres 1990,meublé,26.3,31.56,18.41,PARIS,7511455
2021,1,26,Invalides,3,Apres 1990,meublé,33.0,39.6,23.1,PARIS,7510726
2019,9,69,Grandes-Carrières,1,1971-1990,non meublé,23.8,28.6,16.7,PARIS,7511869
2025,13,78,Saint-Fargeau,2,Avant 1946,non meublé,24.1,28.9,16.9,PARIS,7512078
2021,11,41,Folie-Méricourt,4,1946-1970,meublé,24.2,29.04,16.94,PARIS,7511141
2021,2,16,Notre-Dame,2,1971-1990,meublé,29.3,35.16,20.51,PARIS,7510416
2024,9,70,Clignancourt,3,Apres 1990,meublé,27.1,32.5,19.0,PARIS,7511870
2024,7,61,Auteuil,3,1971-1990,non meublé,22.8,27.4,16.0,PARIS,7511661
2019,13,73,Villette,1,Apres 1990,non meublé,23.0,27.6,16.1,PARIS,7511973
2019,4,11,Archives,3,1946-1970,non meublé,21.4,25.7,15.0,PARIS,7510311
2025,1,23,Notre-Dame-des-Champs,2,1946-1970,non meublé,31.0,37.2,21.7,PARIS,7510623
2024,4,17,Saint-Victor,4,1971-1990,non meublé,24.8,29.8,17.4,PARIS,7510517
2024,2,13,Saint-Merri,2,Apres 1990,non meublé,27.3,32.8,19.1,PARIS,7510413
2022,4,20,Sorbonne,2,Apres 1990,non meublé,23.5,28.2,16.45,PARIS,7510520
2019,4,12,Sainte-Avoie,2,1971-1990,meublé,25.4,30.5,17.8,PARIS,7510312
2019,14,79,Père-Lachaise,2,1946-1970,non meublé,20.2,24.2,14.1,PARIS,7512079
2022,5,38,Porte-Saint-Denis,3,1971-1990,meublé,23.6,28.32,16.52,PARIS,7511038
2024,7,60,Javel 15Art,4,Avant 1946,meublé,27.4,32.9,19.2,PARIS,7511560
2024,4,17,Saint-Victor,4,Avant 1946,meublé,30.1,36.1,21.1,PARIS,7510517
2023,4,10,Enfants-Rouges,4,Apres 1990,meublé,28.3,34.0,19.8,PARIS,7510310
2020,6,66,Plaine de Monceaux,4,Apres 1990,non meublé,24.7,29.64,17.29,PARIS,7511766
2021,13,73,Villette,3,1946-1970,non meublé,16.8,20.16,11.76,PARIS,7511973
2022,2,22,Odeon,3,Apres 1990,non meublé,25.3,30.36,17.71,PARIS,7510622
2020,4,6,Vivienne,3,Avant 1946,meublé,28.3,33.96,19.81,PARIS,7510206
2024,5,35,Faubourg-Montmartre,2,Apres 1990,meublé,30.6,36.7,21.4,PARIS,7510935
2024,5,37,Saint-Vincent-de-Paul,2,Apres 1990,non meublé,26.8,32.2,18.8,PARIS,7511037
2024,2,31,Madeleine,4,Avant 1946,non meublé,26.4,31.7,18.5,PARIS,7510831
2022,4,10,Enfants-Rouges,4,Apres 1990,non meublé,24.8,29.76,17.36,PARIS,7510310
2023,6,66,Plaine de Monceaux,1,1971-1990,meublé,33.8,40.6,23.7,PARIS,7511766
2025,2,5,Gaillon,1,1946-1970,non meublé,33.9,40.7,23.7,PARIS,7510205
2020,5,33,Saint-Georges,3,1971-1990,non meublé,21.2,25.44,14.84,PARIS,7510933
2020,2,21,Monnaie,4,Apres 1990,meublé,29.6,35.52,20.72,PARIS,7510621
2020,11,77,Belleville,3,1946-1970,non meublé,18.9,22.68,13.23,PARIS,7512077
2025,14,45,Bel-Air,2,Avant 1946,meublé,28.0,33.6,19.6,PARIS,7511245
2023,2,1,St-Germain-l'Auxerrois,2,1971-1990,non meublé,27.4,32.9,19.2,PARIS,7510101
2022,6,65,Ternes,2,1971-1990,non meublé,26.1,31.32,18.27,PARIS,7511765
2025,3,32,Europe,3,Avant 1946,meublé,30.0,36.0,21.0,PARIS,7510832
2024,11,77,Belleville,1,1971-1990,non meublé,27.0,32.4,18.9,PARIS,7512077
2025,4,14,Saint-Gervais,2,1946-1970,meublé,29.6,35.5,20.7,PARIS,7510414
2019,4,10,Enfants-Rouges,1,Apres 1990,meublé,32.2,38.6,22.5,PARIS,7510310
2025,10,44,Sainte-Marguerite,4,1946-1970,non meublé,22.8,27.4,16.0,PARIS,7511144
2021,14,47,Bercy,3,1946-1970,meublé,21.8,26.16,15.26,PARIS,7511247
2024,7,59,Grenelle,2,Apres 1990,non meublé,27.1,32.5,19.0,PARIS,7511559
2025,13,72,La Chapelle,3,1946-1970,non meublé,18.5,22.2,13.0,PARIS,7511872
2022,3,62,Muette,1,1971-1990,non meublé,29.7,35.64,20.79,PARIS,7511662
2024,12,56,Plaisance,2,1946-1970,non meublé,23.5,28.2,16.4,PARIS,7511456
2020,6,66,Plaine de Monceaux,3,1971-1990,non meublé,23.6,28.32,16.52,PARIS,7511766
2021,11,71,Goutte-d'Or,3,Avant 1946,meublé,26.2,31.44,18.34,PARIS,7511871
2020,8,57,Saint-Lambert,2,Apres 1990,non meublé,23.4,28.08,16.38,PARIS,7511557
2025,10,55,Petit-Montrouge,1,Apres 1990,meublé,34.1,40.9,23.9,PARIS,7511455
2025,14,76,Combat,1,1971-1990,meublé,27.7,33.2,19.4,PARIS,7511976
2024,4,19,Val-de-Grace,3,1946-1970,meublé,26.0,31.2,18.2,PARIS,7510519
2022,13,74,Pont-de-Flandre,3,Avant 1946,meublé,23.3,27.96,16.31,PARIS,7511974
2022,4,8,Bonne-Nouvelle,3,1971-1990,non meublé,24.7,29.64,17.29,PARIS,7510208
2023,4,19,Val-de-Grace,3,Avant 1946,non meublé,25.8,31.0,18.1,PARIS,7510519
2022,2,22,Odeon,1,Apres 1990,meublé,35.9,43.08,25.13,PARIS,7510622
2020,9,69,Grandes-Carrières,4,Apres 1990,meublé,22.6,27.12,15.82,PARIS,7511869
2019,4,14,Saint-Gervais,4,1971-1990,meublé,25.9,31.1,18.1,PARIS,7510414
2020,2,5,Gaillon,4,1971-1990,meublé,25.1,30.12,17.57,PARIS,7510205
2019,12,51,Maison-Blanche,1,1946-1970,non meublé,23.4,28.1,16.4,PARIS,7511351
2020,11,54,Parc-de-Montsouris,3,1971-1990,non meublé,19.7,23.64,13.79,PARIS,7511454
2023,11,68,Epinettes,2,1946-1970,meublé,27.3,32.8,19.1,PARIS,7511768
2025,2,4,Place-Vendôme,3,Apres 1990,non meublé,26.7,32.0,18.7,PARIS,7510104
2022,7,61,Auteuil,3,Apres 1990,non meublé,24.9,29.88,17.43,PARIS,7511661
2021,5,33,Saint-Georges,3,Avant 1946,non meublé,23.2,27.84,16.24,PARIS,7510933
2023,7,61,Auteuil,3,Apres 1990,non meublé,24.7,29.6,17.3,PARIS,7511661
2025,2,21,Monnaie,3,1946-1970,meublé,26.7,32.0,18.7,PARIS,7510621
2019,7,61,Auteuil,1,Apres 1990,non meublé,26.2,31.4,18.3,PARIS,7511661
2023,3,64,Chaillot,2,Apres 1990,meublé,32.2,38.6,22.5,PARIS,7511664
2020,6,65,Ternes,1,1971-1990,meublé,31.8,38.16,22.26,PARIS,7511765
2021,13,73,Villette,2,Avant 1946,non meublé,22.4,26.88,15.68,PARIS,7511973
2019,13,80,Charonne,1,1946-1970,non meublé,22.3,26.8,15.6,PARIS,7512080
2020,10,44,Sainte-Marguerite,2,Apres 1990,non meublé,24.8,29.76,17.36,PARIS,7511144
2023,14,79,Père-Lachaise,3,Avant 1946,meublé,23.6,28.3,16.5,PARIS,7512079
2021,2,22,Odeon,2,1946-1970,meublé,30.5,36.6,21.35,PARIS,7510622
2025,4,11,Archives,3,Apres 1990,meublé,27.8,33.4,19.5,PARIS,7510311
2021,4,10,Enfants-Rouges,4,1971-1990,meublé,25.1,30.12,17.57,PARIS,7510310
2023,14,45,Bel-Air,3,Apres 1990,meublé,23.4,28.1,16.4,PARIS,7511245
2021,3,63,Porte-Dauphine,1,Avant 1946,non meublé,28.2,33.84,19.74,PARIS,7511663
2019,5,53,Montparnasse,1,1946-1970,non meublé,26.4,31.7,18.5,PARIS,7511453
2025,5,37,Saint-Vincent-de-Paul,2,1946-1970,meublé,31.2,37.4,21.8,PARIS,7511037
2021,5,35,Faubourg-Montmartre,4,Avant 1946,non meublé,20.4,24.48,14.28,PARIS,7510935
2020,3,32,Europe,4,1946-1970,meublé,27.3,32.76,19.11,PARIS,7510832
2022,9,70,Clignancourt,3,1946-1970,non meublé,18.0,21.6,12.6,PARIS,7511870
2023,13,73,Villette,4,1946-1970,non meublé,15.0,18.0,10.5,PARIS,7511973
2024,5,37,Saint-Vincent-de-Paul,2,Apres 1990,meublé,30.6,36.7,21.4,PARIS,7511037
2023,2,1,St-Germain-l'Auxerrois,2,Apres 1990,non meublé,26.9,32.3,18.8,PARIS,7510101
2020,11,48,Quinze-Vingts,1,1971-1990,non meublé,25.4,30.48,17.78,PARIS,7511248
2024,11,43,Roquette,1,Avant 1946,non meublé,29.6,35.5,20.7,PARIS,7511143
2023,5,38,Porte-Saint-Denis,2,1946-1970,non meublé,25.8,31.0,18.1,PARIS,7511038
2021,10,55,Petit-Montrouge,2,1971-1990,meublé,25.4,30.48,17.78,PARIS,7511455
2019,9,46,Picpus,1,1971-1990,non meublé,23.8,28.6,16.7,PARIS,7511246
2023,4,14,Saint-Gervais,2,1946-1970,non meublé,23.6,28.3,16.5,PARIS,7510414
2019,11,41,Folie-Méricourt,4,1971-1990,non meublé,20.1,24.1,14.1,PARIS,7511141
2025,12,56,Plaisance,4,1946-1970,meublé,22.5,27.0,15.8,PARIS,7511456
2023,14,45,Bel-Air,3,1946-1970,meublé,22.4,26.9,15.7,PARIS,7511245
2021,4,12,Sainte-Avoie,3,Avant 1946,non meublé,25.3,30.36,17.71,PARIS,7510312
2020,11,43,Roquette,4,1946-1970,meublé,24.4,29.28,17.08,PARIS,7511143
2023,13,73,Villette,1,Avant 1946,meublé,30.4,36.5,21.3,PARIS,7511973
2021,4,14,Saint-Gervais,2,1946-1970,non meublé,23.1,27.72,16.17,PARIS,7510414
2022,14,45,Bel-Air,3,1946-1970,meublé,21.9,26.28,15.33,PARIS,7511245
2021,14,45,Bel-Air,2,Avant 1946,non meublé,23.0,27.6,16.1,PARIS,7511245
2025,10,18,Jardin-des-Plantes,1,Avant 1946,non meublé,31.2,37.4,21.8,PARIS,7510518
2022,11,39,Porte-Saint-Martin,1,Apres 1990,meublé,27.5,33.0,19.25,PARIS,7511039
2021,9,46,Picpus,4,1971-1990,meublé,21.4,25.68,14.98,PARIS,7511246
2020,4,9,Arts-et-Metiers,4,Avant 1946,meublé,28.4,34.08,19.88,PARIS,7510309
2024,5,35,Faubourg-Montmartre,1,Apres 1990,non meublé,28.8,34.6,20.2,PARIS,7510935
2024,10,55,Petit-Montrouge,2,Apres 1990,meublé,27.2,32.6,19.0,PARIS,7511455
2022,11,71,Goutte-d'Or,2,Apres 1990,meublé,25.4,30.48,17.78,PARIS,7511871
2019,1,26,Invalides,3,1946-1970,meublé,28.0,33.6,19.6,PARIS,7510726
2021,12,51,Maison-Blanche,1,Apres 1990,non meublé,26.8,32.16,18.76,PARIS,7511351
2023,7,60,Javel 15Art,1,Avant 1946,meublé,32.7,39.2,22.9,PARIS,7511560
2021,14,47,Bercy,1,1946-1970,non meublé,24.0,28.8,16.8,PARIS,7511247
2021,10,44,Sainte-Marguerite,1,Avant 1946,non meublé,29.4,35.28,20.58,PARIS,7511144
2020,2,31,Madeleine,2,1971-1990,non meublé,25.3,30.36,17.71,PARIS,7510831
2019,10,67,Batignolles,3,1971-1990,non meublé,21.5,25.8,15.1,PARIS,7511767
2023,4,11,Archives,1,Avant 1946,meublé,36.6,43.9,25.6,PARIS,7510311
2020,9,46,Picpus,1,Apres 1990,non meublé,23.8,28.56,16.66,PARIS,7511246
2020,13,78,Saint-Fargeau,3,1971-1990,meublé,18.9,22.68,13.23,PARIS,7512078
2020,3,63,Porte-Dauphine,4,Apres 1990,non meublé,25.3,30.36,17.71,PARIS,7511663
2025,4,6,Vivienne,2,Avant 1946,non meublé,30.1,36.1,21.1,PARIS,7510206
2022,4,14,Saint-Gervais,4,Apres 1990,non meublé,24.8,29.76,17.36,PARIS,7510414
2023,1,26,Invalides,2,Apres 1990,meublé,34.7,41.6,24.3,PARIS,7510726
2022,13,74,Pont-de-Flandre,3,1946-1970,meublé,19.2,23.04,13.44,PARIS,7511974
2020,10,18,Jardin-des-Plantes,4,1971-1990,non meublé,22.0,26.4,15.4,PARIS,7510518
2019,11,48,Quinze-Vingts,4,1971-1990,non meublé,20.1,24.1,14.1,PARIS,7511248
2022,13,72,La Chapelle,3,Apres 1990,non meublé,18.8,22.56,13.16,PARIS,7511872
2022,6,66,Plaine de Monceaux,4,Apres 1990,meublé,27.3,32.76,19.11,PARIS,7511766
2020,4,8,Bonne-Nouvelle,3,Apres 1990,non meublé,23.0,27.6,16.1,PARIS,7510208
2021,10,49,Salpêtrière,3,Avant 1946,non meublé,23.8,28.56,16.66,PARIS,7511349
2020,3,64,Chaillot,1,Avant 1946,non meublé,27.8,33.36,19.46,PARIS,7511664
2025,13,72,La Chapelle,4,1946-1970,non meublé,16.7,20.0,11.7,PARIS,7511872
2022,1,25,Saint-Thomas-d'Aquin,4,Avant 1946,non meublé,28.8,34.56,20.16,PARIS,7510725
2024,11,43,Roquette,1,1946-1970,non meublé,25.6,30.7,17.9,PARIS,7511143
2022,2,30,Faubourg-du-Roule,1,Apres 1990,non meublé,31.9,38.28,22.33,PARIS,7510830
2025,14,47,Bercy,3,Apres 1990,meublé,24.7,29.6,17.3,PARIS,7511247
2021,8,57,Saint-Lambert,3,Apres 1990,non meublé,23.6,28.32,16.52,PARIS,7511557
2022,4,7,Mail,2,1971-1990,meublé,26.1,31.32,18.27,PARIS,7510207
2022,2,30,Faubourg-du-Roule,3,Apres 1990,meublé,28.5,34.2,19.95,PARIS,7510830
2021,6,65,Ternes,1,Apres 1990,meublé,30.7,36.84,21.49,PARIS,7511765
2022,4,17,Saint-Victor,3,1971-1990,meublé,27.8,33.36,19.46,PARIS,7510517
2025,14,47,Bercy,4,1946-1970,meublé,22.0,26.4,15.4,PARIS,7511247
2022,2,29,Champs-Elysées,1,1971-1990,meublé,32.9,39.48,23.03,PARIS,7510829
2023,13,78,Saint-Fargeau,1,Apres 1990,non meublé,23.6,28.3,16.5,PARIS,7512078
2019,4,12,Sainte-Avoie,4,1971-1990,meublé,25.9,31.1,18.1,PARIS,7510312
2025,6,66,Plaine de Monceaux,1,Avant 1946,non meublé,31.3,37.6,21.9,PARIS,7511766
2024,2,15,Arsenal,1,Avant 1946,meublé,38.8,46.6,27.2,PARIS,7510415
2024,5,53,Montparnasse,1,1946-1970,meublé,33.2,39.8,23.2,PARIS,7511453
2024,5,2,Halles,3,Avant 1946,non meublé,23.7,28.4,16.6,PARIS,7510102
2022,14,76,Combat,4,Avant 1946,non meublé,20.1,24.12,14.07,PARIS,7511976
2019,7,60,Javel 15Art,1,Apres 1990,meublé,29.6,35.5,20.7,PARIS,7511560
2023,4,6,Vivienne,1,1946-1970,non meublé,31.3,37.6,21.9,PARIS,7510206
2021,11,54,Parc-de-Montsouris,1,Avant 1946,non meublé,28.6,34.32,20.02,PARIS,7511454
2023,4,6,Vivienne,2,1946-1970,non meublé,23.6,28.3,16.5,PARIS,7510206
2025,5,53,Montparnasse,2,Avant 1946,meublé,31.6,37.9,22.1,PARIS,7511453
2025,1,26,Invalides,2,Avant 1946,meublé,34.9,41.9,24.4,PARIS,7510726
2025,2,15,Arsenal,3,Avant 1946,non meublé,29.2,35.0,20.4,PARIS,7510415
2020,2,34,Chaussée-d'Antin,1,1946-1970,meublé,36.0,43.2,25.2,PARIS,7510934
2021,10,55,Petit-Montrouge,4,1946-1970,meublé,22.7,27.24,15.89,PARIS,7511455
2024,10,67,Batignolles,2,1971-1990,non meublé,24.0,28.8,16.8,PARIS,7511767
2021,10,49,Salpêtrière,1,Avant 1946,meublé,33.1,39.72,23.17,PARIS,7511349
2019,13,80,Charonne,3,Apres 1990,non meublé,18.7,22.4,13.1,PARIS,7512080
2019,5,53,Montparnasse,4,Apres 1990,meublé,23.3,28.0,16.3,PARIS,7511453
2019,6,58,Necker,1,Apres 1990,non meublé,27.3,32.8,19.1,PARIS,7511558
2019,5,33,Saint-Georges,2,Avant 1946,non meublé,24.2,29.0,16.9,PARIS,7510933
2021,10,18,Jardin-des-Plantes,1,1946-1970,non meublé,24.8,29.76,17.36,PARIS,7510518
2021,1,28,Gros-Caillou,2,1971-1990,non meublé,27.1,32.52,18.97,PARIS,7510728
2022,13,78,Saint-Fargeau,4,Avant 1946,meublé,22.8,27.36,15.96,PARIS,7512078
2021,9,69,Grandes-Carrières,1,Apres 1990,meublé,27.0,32.4,18.9,PARIS,7511869
2022,3,63,Porte-Dauphine,1,1946-1970,non meublé,29.1,34.92,20.37,PARIS,7511663
2023,6,58,Necker,3,Apres 1990,non meublé,24.1,28.9,16.9,PARIS,7511558
2020,4,9,Arts-et-Metiers,1,Apres 1990,non meublé,28.4,34.08,19.88,PARIS,7510309
2020,13,50,Gare,2,Avant 1946,meublé,25.0,30.0,17.5,PARIS,7511350
2020,1,28,Gros-Caillou,1,Apres 1990,meublé,39.6,47.52,27.72,PARIS,7510728
2024,2,13,Saint-Merri,2,1971-1990,meublé,32.5,39.0,22.8,PARIS,7510413
2025,3,62,Muette,2,Apres 1990,non meublé,29.1,34.9,20.4,PARIS,7511662
2020,2,1,St-Germain-l'Auxerrois,3,Avant 1946,meublé,30.7,36.84,21.49,PARIS,7510101
2020,6,66,Plaine de Monceaux,2,Apres 1990,meublé,27.1,32.52,18.97,PARIS,7511766
2022,6,58,Necker,3,1946-1970,non meublé,24.3,29.16,17.01,PARIS,7511558
2021,13,74,Pont-de-Flandre,4,1971-1990,non meublé,14.4,17.28,10.08,PARIS,7511974
2020,7,61,Auteuil,2,Apres 1990,meublé,28.3,33.96,19.81,PARIS,7511661
2022,5,52,Croulebarbe,2,1946-1970,non meublé,25.1,30.12,17.57,PARIS,7511352
2020,11,43,Roquette,4,Avant 1946,meublé,24.2,29.04,16.94,PARIS,7511143
2020,5,2,Halles,2,1971-1990,non meublé,22.4,26.88,15.68,PARIS,7510102
2020,2,22,Odeon,1,1946-1970,non meublé,31.9,38.28,22.33,PARIS,7510622
2021,13,75,Amérique,1,1971-1990,meublé,24.0,28.8,16.8,PARIS,7511975
2020,11,40,Hôpital-Saint-Louis,3,1971-1990,meublé,22.3,26.76,15.61,PARIS,7511040
2019,4,20,Sorbonne,1,Avant 1946,meublé,34.6,41.5,24.2,PARIS,7510520
2021,2,22,Odeon,3,1971-1990,meublé,26.0,31.2,18.2,PARIS,7510622
2023,7,59,Grenelle,1,1971-1990,non meublé,27.2,32.6,19.0,PARIS,7511559
2021,13,75,Amérique,2,Avant 1946,meublé,25.2,30.24,17.64,PARIS,7511975
2022,4,14,Saint-Gervais,1,Apres 1990,non meublé,28.5,34.2,19.95,PARIS,7510414
2021,8,57,Saint-Lambert,3,Avant 1946,non meublé,22.7,27.24,15.89,PARIS,7511557
2024,10,49,Salpêtrière,4,1971-1990,non meublé,22.7,27.2,15.9,PARIS,7511349
2024,1,25,Saint-Thomas-d'Aquin,1,Avant 1946,meublé,38.1,45.7,26.7,PARIS,7510725
2024,3,63,Porte-Dauphine,4,1971-1990,non meublé,25.7,30.8,18.0,PARIS,7511663
2019,10,44,Sainte-Marguerite,3,Apres 1990,meublé,25.8,31.0,18.1,PARIS,7511144
2021,10,55,Petit-Montrouge,4,Avant 1946,non meublé,20.9,25.08,14.63,PARIS,7511455
2021,12,51,Maison-Blanche,2,1946-1970,meublé,24.9,29.88,17.43,PARIS,7511351
2021,5,35,Faubourg-Montmartre,3,1946-1970,non meublé,20.0,24.0,14.0,PARIS,7510935
