Année,Secteurs géographiques,Numéro du quartier,Nom du quartier,Nombre de pièces principales,Epoque de construction,Type de location,Loyers de référence,Loyers de référence majorés,Loyers de référence minorés,Ville,Numéro INSEE du quartier
2021,10,18,Jardin-des-Plantes,4,Avant 1946,meublé,23.5,28.2,16.45,PARIS,7510518
2023,7,60,Javel 15Art,1,Avant 1946,non meublé,28.9,34.7,20.2,PARIS,7511560
2024,9,70,Clignancourt,3,Avant 1946,non meublé,22.8,27.4,16.0,PARIS,7511870
2022,1,25,Saint-Thomas-d'Aquin,1,Avant 1946,meublé,36.6,43.92,25.62,PARIS,7510725
2019,6,65,Ternes,3,1946-1970,meublé,25.3,30.4,17.7,PARIS,7511765
2021,5,36,Rochechouart,4,1946-1970,meublé,24.1,28.92,16.87,PARIS,7510936
2024,5,38,Porte-Saint-Denis,2,Apres 1990,non meublé,26.8,32.2,18.8,PARIS,7511038
2019,4,9,Arts-et-Metiers,2,Avant 1946,meublé,30.8,37.0,21.6,PARIS,7510309
2023,4,14,Saint-Gervais,1,1946-1970,non meublé,31.3,37.6,21.9,PARIS,7510414
2021,5,33,Saint-Georges,3,Apres 1990,non meublé,23.5,28.2,16.45,PARIS,7510933
2023,6,58,Necker,2,1971-1990,meublé,30.1,36.1,21.1,PARIS,7511558
2021,3,63,Porte-Dauphine,2,Apres 1990,non meublé,27.6,33.12,19.32,PARIS,7511663
2024,2,1,St-Germain-l'Auxerrois,1,Avant 1946,meublé,38.8,46.6,27.2,PARIS,7510101
2025,10,55,Petit-Montrouge,1,1946-1970,non meublé,26.9,32.3,18.8,PARIS,7511455
2024,11,39,Porte-Saint-Martin,3,1971-1990,meublé,22.9,27.5,16.0,PARIS,7511039
2024,2,15,Arsenal,2,1971-1990,non meublé,28.5,34.2,19.9,PARIS,7510415
2019,4,8,Bonne-Nouvelle,4,1971-1990,meublé,25.9,31.1,18.1,PARIS,7510208
2022,2,5,Gaillon,3,1946-1970,non meublé,22.2,26.64,15.54,PARIS,7510205
2019,2,3,Palais-Royal,1,Apres 1990,meublé,35.1,42.1,24.6,PARIS,7510103
2020,11,39,Porte-Saint-Martin,3,Avant 1946,non meublé,23.0,27.6,16.1,PARIS,7511039
2019,5,33,Saint-Georges,1,1971-1990,meublé,29.7,35.6,20.8,PARIS,7510933
2019,12,51,Maison-Blanche,2,Avant 1946,non meublé,24.8,29.8,17.4,PARIS,7511351
2024,13,50,Gare,1,Apres 1990,non meublé,23.9,28.7,16.7,PARIS,7511350
2019,1,26,Invalides,1,1971-1990,meublé,34.8,41.8,24.4,PARIS,7510726
2025,6,65,Ternes,1,Avant 1946,meublé,35.7,42.8,25.0,PARIS,7511765
2021,10,67,Batignolles,2,1971-1990,non meublé,22.6,27.12,15.82,PARIS,7511767
2022,3,62,Muette,4,1946-1970,non meublé,24.9,29.88,17.43,PARIS,7511662
2021,10,55,Petit-Montrouge,4,1971-1990,meublé,25.0,30.0,17.5,PARIS,7511455
2024,10,42,Saint-Ambroise,3,Avant 1946,non meublé,25.0,30.0,17.5,PARIS,7511142
2024,10,18,Jardin-des-Plantes,1,Avant 1946,meublé,34.4,41.3,24.1,PARIS,7510518
2024,6,58,Necker,2,Apres 1990,non meublé,24.7,29.6,17.3,PARIS,7511558
2021,5,33,Saint-Georges,2,1946-1970,meublé,27.3,32.76,19.11,PARIS,7510933
2022,11,68,Epinettes,3,1946-1970,meublé,21.9,26.28,15.33,PARIS,7511768
2020,6,66,Plaine de Monceaux,1,1971-1990,non meublé,28.1,33.72,19.67,PARIS,7511766
2024,9,69,Grandes-Carrières,2,Avant 1946,meublé,28.0,33.6,19.6,PARIS,7511869
2020,7,60,Javel 15Art,1,Avant 1946,non meublé,27.7,33.24,19.39,PARIS,7511560
2021,2,16,Notre-Dame,2,Apres 1990,meublé,30.5,36.6,21.35,PARIS,7510416
2022,2,1,St-Germain-l'Auxerrois,4,1946-1970,non meublé,23.4,28.08,16.38,PARIS,7510101
2024,5,2,Halles,2,Avant 1946,meublé,30.4,36.5,21.3,PARIS,7510102
2019,3,32,Europe,1,1946-1970,meublé,31.2,37.4,21.8,PARIS,7510832
2023,10,49,Salpêtrière,2,1946-1970,meublé,25.8,31.0,18.1,PARIS,7511349
2025,10,55,Petit-Montrouge,4,Avant 1946,meublé,27.0,32.4,18.9,PARIS,7511455
2022,6,58,Necker,1,1971-1990,meublé,33.0,39.6,23.1,PARIS,7511558
2021,2,3,Palais-Royal,4,1971-1990,non meublé,22.4,26.88,15.68,PARIS,7510103
2025,4,14,Saint-Gervais,2,Apres 1990,non meublé,24.9,29.9,17.4,PARIS,7510414
2025,10,67,Batignolles,4,1971-1990,meublé,26.9,32.3,18.8,PARIS,7511767
2025,1,23,Notre-Dame-des-Champs,3,1971-1990,meublé,32.7,39.2,22.9,PARIS,7510623
2025,13,74,Pont-de-Flandre,1,1971-1990,meublé,25.3,30.4,17.7,PARIS,7511974
2022,13,50,Gare,4,1946-1970,non meublé,14.3,17.16,10.01,PARIS,7511350
2021,11,41,Folie-Méricourt,1,1971-1990,non meublé,26.0,31.2,18.2,PARIS,7511141
2024,4,9,Arts-et-Metiers,1,Avant 1946,non meublé,32.9,39.5,23.0,PARIS,7510309
2019,11,77,Belleville,2,1971-1990,non meublé,22.4,26.9,15.7,PARIS,7512077
2021,3,64,Chaillot,2,1971-1990,meublé,30.7,36.84,21.49,PARIS,7511664
2022,2,29,Champs-Elysées,4,Avant 1946,non meublé,25.8,30.96,18.06,PARIS,7510829
2019,11,39,Porte-Saint-Martin,2,Apres 1990,meublé,27.2,32.6,19.0,PARIS,7511039
2022,11,43,Roquette,2,1971-1990,non meublé,23.6,28.32,16.52,PARIS,7511143
2022,3,64,Chaillot,3,Apres 1990,meublé,27.9,33.48,19.53,PARIS,7511664
2023,13,80,Charonne,1,Avant 1946,non meublé,26.9,32.3,18.8,PARIS,7512080
2025,13,50,Gare,1,1971-1990,meublé,25.3,30.4,17.7,PARIS,7511350
2020,2,16,Notre-Dame,4,1946-1970,non meublé,22.9,27.48,16.03,PARIS,7510416
2021,3,62,Muette,3,Avant 1946,meublé,27.6,33.12,19.32,PARIS,7511662
2022,4,14,Saint-Gervais,3,1971-1990,non meublé,24.7,29.64,17.29,PARIS,7510414
2022,13,75,Amérique,4,1946-1970,non meublé,14.3,17.16,10.01,PARIS,7511975
2020,5,38,Porte-Saint-Denis,4,1971-1990,meublé,24.5,29.4,17.15,PARIS,7511038
2020,3,32,Europe,1,Apres 1990,meublé,31.2,37.44,21.84,PARIS,7510832
2024,6,65,Ternes,3,1946-1970,non meublé,25.1,30.1,17.6,PARIS,7511765
2022,10,49,Salpêtrière,4,1971-1990,meublé,25.1,30.12,17.57,PARIS,7511349
2024,2,16,Notre-Dame,1,1946-1970,non meublé,32.4,38.9,22.7,PARIS,7510416
2024,9,70,Clignancourt,4,1971-1990,non meublé,20.3,24.4,14.2,PARIS,7511870
2020,1,25,Saint-Thomas-d'Aquin,3,1946-1970,meublé,28.6,34.32,20.02,PARIS,7510725
2024,7,61,Auteuil,2,1971-1990,non meublé,24.7,29.6,17.3,PARIS,7511661
2019,5,37,Saint-Vincent-de-Paul,3,1946-1970,non meublé,20.2,24.2,14.1,PARIS,7511037
2024,1,23,Notre-Dame-des-Champs,4,1946-1970,non meublé,25.7,30.8,18.0,PARIS,7510623
2025,10,55,Petit-Montrouge,3,Avant 1946,meublé,29.4,35.3,20.6,PARIS,7511455
2022,7,59,Grenelle,2,1946-1970,non meublé,23.8,28.56,16.66,PARIS,7511559
2019,7,61,Auteuil,1,Avant 1946,non meublé,27.2,32.6,19.0,PARIS,7511661
2023,9,70,Clignancourt,2,Apres 1990,non meublé,24.5,29.4,17.2,PARIS,7511870
2023,11,39,Porte-Saint-Martin,4,Apres 1990,non meublé,19.8,23.8,13.9,PARIS,7511039
2021,5,35,Faubourg-Montmartre,1,1971-1990,non meublé,27.1,32.52,18.97,PARIS,7510935
2022,10,44,Sainte-Marguerite,4,1946-1970,non meublé,20.4,24.48,14.28,PARIS,7511144
2021,12,56,Plaisance,1,Avant 1946,non meublé,30.2,36.24,21.14,PARIS,7511456
2019,2,31,Madeleine,1,Apres 1990,meublé,35.1,42.1,24.6,PARIS,7510831
2021,3,64,Chaillot,4,1971-1990,non meublé,24.9,29.88,17.43,PARIS,7511664
2021,13,75,Amérique,3,Apres 1990,non meublé,18.3,21.96,12.81,PARIS,7511975
2019,11,39,Porte-Saint-Martin,4,Avant 1946,meublé,23.7,28.4,16.6,PARIS,7511039
2021,7,61,Auteuil,3,1971-1990,meublé,24.9,29.88,17.43,PARIS,7511661
2025,5,36,Rochechouart,3,Apres 1990,meublé,29.0,34.8,20.3,PARIS,7510936
2020,2,34,Chaussée-d'Antin,3,1946-1970,non meublé,21.7,26.04,15.19,PARIS,7510934
2020,14,47,Bercy,1,1971-1990,meublé,26.1,31.32,18.27,PARIS,7511247
2021,10,55,Petit-Montrouge,1,1946-1970,non meublé,24.8,29.76,17.36,PARIS,7511455
2020,1,23,Notre-Dame-des-Champs,1,1946-1970,non meublé,31.2,37.44,21.84,PARIS,7510623
2022,11,77,Belleville,1,Avant 1946,meublé,32.4,38.88,22.68,PARIS,7512077
2019,2,15,Arsenal,2,Apres 1990,non meublé,26.5,31.8,18.6,PARIS,7510415
2022,1,25,Saint-Thomas-d'Aquin,3,1946-1970,non meublé,26.4,31.68,18.48,PARIS,7510725
2022,14,47,Bercy,2,Apres 1990,meublé,26.4,31.68,18.48,PARIS,7511247
2023,6,65,Ternes,1,1971-1990,meublé,33.8,40.6,23.7,PARIS,7511765
2025,14,79,Père-Lachaise,2,1946-1970,meublé,25.5,30.6,17.9,PARIS,7512079
2025,6,58,Necker,2,1971-1990,meublé,32.3,38.8,22.6,PARIS,7511558
2023,2,3,Palais-Royal,2,1946-1970,meublé,30.4,36.5,21.3,PARIS,7510103
2020,1,26,Invalides,1,Apres 1990,non meublé,35.0,42.0,24.5,PARIS,7510726
2021,2,31,Madeleine,3,Apres 1990,meublé,27.9,33.48,19.53,PARIS,7510831
2020,2,31,Madeleine,2,Apres 1990,meublé,30.2,36.24,21.14,PARIS,7510831
2025,6,66,Plaine de Monceaux,1,1946-1970,non meublé,29.4,35.3,20.6,PARIS,7511766
2022,2,34,Chaussée-d'Antin,4,Apres 1990,meublé,29.5,35.4,20.65,PARIS,7510934
2024,2,22,Odeon,2,Avant 1946,meublé,33.9,40.7,23.7,PARIS,7510622
2025,4,9,Arts-et-Metiers,4,Apres 1990,meublé,30.0,36.0,21.0,PARIS,7510309
2023,13,73,Villette,4,1971-1990,non meublé,14.6,17.5,10.2,PARIS,7511973
2025,6,58,Necker,3,Apres 1990,non meublé,25.2,30.2,17.6,PARIS,7511558
2024,4,11,Archives,3,Avant 1946,non meublé,26.2,31.4,18.3,PARIS,7510311
2025,1,23,Notre-Dame-des-Champs,2,Apres 1990,non meublé,31.3,37.6,21.9,PARIS,7510623
2024,10,55,Petit-Montrouge,2,1971-1990,non meublé,24.0,28.8,16.8,PARIS,7511455
2025,11,48,Quinze-Vingts,2,1946-1970,meublé,29.0,34.8,20.3,PARIS,7511248
2019,2,34,Chaussée-d'Antin,1,1971-1990,non meublé,27.4,32.9,19.2,PARIS,7510934
2019,2,16,Notre-Dame,1,1946-1970,non meublé,31.8,38.2,22.3,PARIS,7510416
2023,12,56,Plaisance,2,Avant 1946,non meublé,25.8,31.0,18.1,PARIS,7511456
2020,9,69,Grandes-Carrières,2,Avant 1946,meublé,26.2,31.44,18.34,PARIS,7511869
2019,2,21,Monnaie,4,Avant 1946,meublé,28.7,34.4,20.1,PARIS,7510621
2021,4,12,Sainte-Avoie,4,Avant 1946,non meublé,25.5,30.6,17.85,PARIS,7510312
2025,2,30,Faubourg-du-Roule,4,Avant 1946,meublé,31.0,37.2,21.7,PARIS,7510830
2022,4,14,Saint-Gervais,3,1946-1970,meublé,25.1,30.12,17.57,PARIS,7510414
2025,1,25,Saint-Thomas-d'Aquin,2,Avant 1946,non meublé,30.6,36.7,21.4,PARIS,7510725
2023,10,18,Jardin-des-Plantes,3,1946-1970,meublé,24.7,29.6,17.3,PARIS,7510518
2021,11,54,Parc-de-Montsouris,3,1971-1990,meublé,22.3,26.76,15.61,PARIS,7511454
2025,14,45,Bel-Air,1,Apres 1990,meublé,31.1,37.3,21.8,PARIS,7511245
2023,14,45,Bel-Air,4,Apres 1990,meublé,23.8,28.6,16.7,PARIS,7511245
2024,4,7,Mail,1,1946-1970,meublé,36.8,44.2,25.8,PARIS,7510207
2022,11,71,Goutte-d'Or,4,1971-1990,meublé,23.0,27.6,16.1,PARIS,7511871
2024,4,20,Sorbonne,3,Apres 1990,meublé,27.0,32.4,18.9,PARIS,7510520
2023,14,76,Combat,4,1946-1970,meublé,21.0,25.2,14.7,PARIS,7511976
2022,11,68,Epinettes,2,1946-1970,meublé,26.7,32.04,18.69,PARIS,7511768
2021,5,52,Croulebarbe,2,Apres 1990,meublé,28.8,34.56,20.16,PARIS,7511352
2024,5,37,Saint-Vincent-de-Paul,3,Avant 1946,non meublé,23.7,28.4,16.6,PARIS,7511037
2022,2,16,Notre-Dame,1,1971-1990,non meublé,29.2,35.04,20.44,PARIS,7510416
2021,2,31,Madeleine,4,1971-1990,meublé,25.2,30.24,17.64,PARIS,7510831
2025,13,74,Pont-de-Flandre,3,1946-1970,meublé,21.1,25.3,14.8,PARIS,7511974
2024,2,13,Saint-Merri,1,1971-1990,meublé,34.7,41.6,24.3,PARIS,7510413
2019,10,18,Jardin-des-Plantes,4,Avant 1946,meublé,23.7,28.4,16.6,PARIS,7510518
2022,7,59,Grenelle,2,Apres 1990,meublé,29.0,34.8,20.3,PARIS,7511559
2019,2,21,Monnaie,4,Apres 1990,meublé,29.8,35.8,20.9,PARIS,7510621
2021,4,10,Enfants-Rouges,2,1971-1990,meublé,25.9,31.08,18.13,PARIS,7510310
2022,2,13,Saint-Merri,3,1971-1990,non meublé,23.3,27.96,16.31,PARIS,7510413
2024,5,38,Porte-Saint-Denis,3,1971-1990,non meublé,22.6,27.1,15.8,PARIS,7511038
2022,4,19,Val-de-Grace,3,Apres 1990,meublé,26.0,31.2,18.2,PARIS,7510519
2019,13,74,Pont-de-Flandre,4,1971-1990,non meublé,15.3,18.4,10.7,PARIS,7511974
2024,8,57,Saint-Lambert,3,Apres 1990,meublé,28.6,34.3,20.0,PARIS,7511557
2020,7,60,Javel 15Art,4,1946-1970,meublé,24.2,29.04,16.94,PARIS,7511560
2023,2,16,Notre-Dame,2,Apres 1990,meublé,30.4,36.5,21.3,PARIS,7510416
2020,10,42,Saint-Ambroise,2,Apres 1990,non meublé,24.8,29.76,17.36,PARIS,7511142
2025,2,1,St-Germain-l'Auxerrois,1,Apres 1990,non meublé,31.6,37.9,22.1,PARIS,7510101
2025,4,7,Mail,3,1946-1970,meublé,26.8,32.2,18.8,PARIS,7510207
2022,2,24,Saint-Germain-des-Prés,1,Apres 1990,meublé,35.9,43.08,25.13,PARIS,7510624
2024,1,25,Saint-Thomas-d'Aquin,3,Avant 1946,meublé,31.9,38.3,22.3,PARIS,7510725
2019,10,67,Batignolles,2,Apres 1990,meublé,27.7,33.2,19.4,PARIS,7511767
2025,2,21,Monnaie,3,1946-1970,non meublé,23.4,28.1,16.4,PARIS,7510621
2021,4,7,Mail,1,1971-1990,non meublé,30.7,36.84,21.49,PARIS,7510207
2025,10,18,Jardin-des-Plantes,2,1971-1990,non meublé,24.8,29.8,17.4,PARIS,7510518
2025,11,41,Folie-Méricourt,1,Apres 1990,non meublé,25.7,30.8,18.0,PARIS,7511141
2019,10,67,Batignolles,3,Apres 1990,non meublé,22.8,27.4,16.0,PARIS,7511767
2021,6,65,Ternes,4,1946-1970,non meublé,21.9,26.28,15.33,PARIS,7511765
2019,12,51,Maison-Blanche,1,Apres 1990,non meublé,26.2,31.4,18.3,PARIS,7511351
2024,2,34,Chaussée-d'Antin,3,1971-1990,non meublé,23.8,28.6,16.7,PARIS,7510934
2025,11,40,Hôpital-Saint-Louis,1,1946-1970,meublé,30.1,36.1,21.1,PARIS,7511040
2024,3,64,Chaillot,1,Avant 1946,meublé,33.6,40.3,23.5,PARIS,7511664
2019,5,52,Croulebarbe,1,1971-1990,non meublé,26.3,31.6,18.4,PARIS,7511352
2022,10,44,Sainte-Marguerite,1,1971-1990,meublé,30.7,36.84,21.49,PARIS,7511144
2020,2,16,Notre-Dame,1,Apres 1990,meublé,36.3,43.56,25.41,PARIS,7510416
2023,1,23,Notre-Dame-des-Champs,3,Avant 1946,meublé,31.1,37.3,21.8,PARIS,7510623
2023,5,38,Porte-Saint-Denis,3,1971-1990,non meublé,22.0,26.4,15.4,PARIS,7511038
2024,11,48,Quinze-Vingts,2,1971-1990,meublé,27.8,33.4,19.5,PARIS,7511248
2019,4,12,Sainte-Avoie,3,Apres 1990,non meublé,21.7,26.0,15.2,PARIS,7510312
2021,10,49,Salpêtrière,2,Apres 1990,non meublé,25.2,30.24,17.64,PARIS,7511349
2024,2,21,Monnaie,4,1946-1970,meublé,27.2,32.6,19.0,PARIS,7510621
2023,10,42,Saint-Ambroise,4,1946-1970,meublé,23.7,28.4,16.6,PARIS,7511142
2022,2,34,Chaussée-d'Antin,2,Apres 1990,meublé,30.5,36.6,21.35,PARIS,7510934
2023,2,15,Arsenal,1,Avant 1946,non meublé,33.6,40.3,23.5,PARIS,7510415
2025,10,49,Salpêtrière,3,1971-1990,non meublé,23.9,28.7,16.7,PARIS,7511349
2024,2,31,Madeleine,4,1971-1990,meublé,26.3,31.6,18.4,PARIS,7510831
2025,5,33,Saint-Georges,3,1946-1970,non meublé,21.6,25.9,15.1,PARIS,7510933
2024,11,54,Parc-de-Montsouris,3,Avant 1946,meublé,27.4,32.9,19.2,PARIS,7511454
2024,6,58,Necker,1,Avant 1946,meublé,34.4,41.3,24.1,PARIS,7511558
2024,10,42,Saint-Ambroise,3,1971-1990,meublé,26.2,31.4,18.3,PARIS,7511142
2023,10,49,Salpêtrière,4,Avant 1946,meublé,24.9,29.9,17.4,PARIS,7511349
2025,12,51,Maison-Blanche,2,Apres 1990,meublé,30.4,36.5,21.3,PARIS,7511351
2021,10,67,Batignolles,3,1946-1970,meublé,24.0,28.8,16.8,PARIS,7511767
2024,7,59,Grenelle,2,1946-1970,non meublé,24.6,29.5,17.2,PARIS,7511559
2022,11,41,Folie-Méricourt,1,1971-1990,meublé,29.7,35.64,20.79,PARIS,7511141
2023,13,74,Pont-de-Flandre,3,1971-1990,meublé,20.5,24.6,14.4,PARIS,7511974
2023,4,9,Arts-et-Metiers,4,1946-1970,non meublé,23.7,28.4,16.6,PARIS,7510309
2021,2,13,Saint-Merri,2,1971-1990,meublé,29.3,35.16,20.51,PARIS,7510413
2020,10,44,Sainte-Marguerite,3,Avant 1946,meublé,26.3,31.56,18.41,PARIS,7511144
2023,13,78,Saint-Fargeau,2,1946-1970,meublé,22.4,26.9,15.7,PARIS,7512078
2021,4,17,Saint-Victor,2,1971-1990,meublé,25.9,31.08,18.13,PARIS,7510517
2022,7,59,Grenelle,4,Apres 1990,meublé,27.0,32.4,18.9,PARIS,7511559
2021,2,30,Faubourg-du-Roule,2,Apres 1990,meublé,30.5,36.6,21.35,PARIS,7510830
2023,14,45,Bel-Air,1,1971-1990,meublé,27.0,32.4,18.9,PARIS,7511245
2019,2,5,Gaillon,1,Apres 1990,non meublé,31.1,37.3,21.8,PARIS,7510205
2021,2,1,St-Germain-l'Auxerrois,4,Avant 1946,non meublé,25.8,30.96,18.06,PARIS,7510101
2022,11,77,Belleville,4,Apres 1990,meublé,21.8,26.16,15.26,PARIS,7512077
2025,1,25,Saint-Thomas-d'Aquin,2,1971-1990,meublé,32.8,39.4,23.0,PARIS,7510725
2023,13,78,Saint-Fargeau,2,Avant 1946,non meublé,22.9,27.5,16.0,PARIS,7512078
2022,14,79,Père-Lachaise,1,Avant 1946,meublé,28.1,33.72,19.67,PARIS,7512079
2024,4,20,Sorbonne,3,1946-1970,non meublé,22.8,27.4,16.0,PARIS,7510520
2022,10,49,Salpêtrière,3,1971-1990,non meublé,21.9,26.28,15.33,PARIS,7511349
2021,4,17,Saint-Victor,2,Avant 1946,non meublé,28.1,33.72,19.67,PARIS,7510517
2020,4,7,Mail,1,Avant 1946,non meublé,31.1,37.32,21.77,PARIS,7510207
2022,2,24,Saint-Germain-des-Prés,2,Apres 1990,non meublé,27.1,32.52,18.97,PARIS,7510624
2021,10,18,Jardin-des-Plantes,3,1946-1970,non meublé,21.3,25.56,14.91,PARIS,7510518
2022,4,8,Bonne-Nouvelle,3,Avant 1946,non meublé,25.5,30.6,17.85,PARIS,7510208
2019,3,64,Chaillot,2,1946-1970,non meublé,25.6,30.7,17.9,PARIS,7511664
2023,4,7,Mail,2,1946-1970,meublé,26.7,32.0,18.7,PARIS,7510207
2024,14,76,Combat,2,Apres 1990,meublé,27.1,32.5,19.0,PARIS,7511976
2022,1,27,Ecole-Militaire,1,Avant 1946,non meublé,32.5,39.0,22.75,PARIS,7510727
2019,11,77,Belleville,3,Avant 1946,non meublé,22.6,27.1,15.8,PARIS,7512077
2023,1,28,Gros-Caillou,2,1946-1970,non meublé,28.7,34.4,20.1,PARIS,7510728
2020,2,22,Odeon,1,1971-1990,meublé,31.5,37.8,22.05,PARIS,7510622
2021,5,2,Halles,3,1971-1990,non meublé,20.8,24.96,14.56,PARIS,7510102
2024,5,2,Halles,1,Apres 1990,meublé,32.8,39.4,23.0,PARIS,7510102
2021,11,39,Porte-Saint-Martin,2,Apres 1990,non meublé,23.4,28.08,16.38,PARIS,7511039
2021,11,43,Roquette,4,1946-1970,meublé,24.2,29.04,16.94,PARIS,7511143
2021,2,29,Champs-Elysées,2,Avant 1946,meublé,32.2,38.64,22.54,PARIS,7510829
2019,1,28,Gros-Caillou,2,1971-1990,non meublé,26.4,31.7,18.5,PARIS,7510728
2022,4,20,Sorbonne,1,1971-1990,meublé,34.7,41.64,24.29,PARIS,7510520
2025,4,9,Arts-et-Metiers,3,1946-1970,meublé,26.8,32.2,18.8,PARIS,7510309
2023,2,1,St-Germain-l'Auxerrois,3,1946-1970,non meublé,22.4,26.9,15.7,PARIS,7510101
2021,11,77,Belleville,4,Avant 1946,meublé,24.3,29.16,17.01,PARIS,7512077
2019,2,24,Saint-Germain-des-Prés,1,1971-1990,meublé,31.0,37.2,21.7,PARIS,7510624
2019,1,26,Invalides,3,1946-1970,non meublé,24.8,29.8,17.4,PARIS,7510726
2019,13,78,Saint-Fargeau,1,Apres 1990,non meublé,23.0,27.6,16.1,PARIS,7512078
2020,14,45,Bel-Air,2,Avant 1946,meublé,25.7,30.84,17.99,PARIS,7511245
2025,2,15,Arsenal,2,Apres 1990,meublé,32.0,38.4,22.4,PARIS,7510415
2022,6,66,Plaine de Monceaux,2,Apres 1990,meublé,26.7,32.04,18.69,PARIS,7511766
2023,11,48,Quinze-Vingts,4,1946-1970,meublé,25.1,30.1,17.6,PARIS,7511248
2021,5,35,Faubourg-Montmartre,1,Apres 1990,non meublé,28.7,34.44,20.09,PARIS,7510935
2025,5,38,Porte-Saint-Denis,2,1946-1970,non meublé,27.4,32.9,19.2,PARIS,7511038
2022,5,38,Porte-Saint-Denis,3,1946-1970,meublé,23.0,27.6,16.1,PARIS,7511038
2025,5,36,Rochechouart,2,Avant 1946,meublé,31.6,37.9,22.1,PARIS,7510936
2023,5,52,Croulebarbe,2,1946-1970,meublé,29.2,35.0,20.4,PARIS,7511352
2024,2,15,Arsenal,1,1946-1970,meublé,36.9,44.3,25.8,PARIS,7510415
2021,4,10,Enfants-Rouges,1,1971-1990,meublé,34.5,41.4,24.15,PARIS,7510310
2023,2,29,Champs-Elysées,2,1946-1970,non meublé,26.9,32.3,18.8,PARIS,7510829
2023,5,37,Saint-Vincent-de-Paul,3,1946-1970,meublé,23.5,28.2,16.5,PARIS,7511037
2019,3,64,Chaillot,4,1946-1970,meublé,27.2,32.6,19.0,PARIS,7511664
2025,4,6,Vivienne,2,Apres 1990,meublé,28.4,34.1,19.9,PARIS,7510206
2023,4,10,Enfants-Rouges,4,1971-1990,meublé,27.5,33.0,19.3,PARIS,7510310
2021,13,50,Gare,4,Apres 1990,meublé,18.7,22.44,13.09,PARIS,7511350
2022,10,67,Batignolles,4,Apres 1990,meublé,26.3,31.56,18.41,PARIS,7511767
2022,10,18,Jardin-des-Plantes,3,1971-1990,non meublé,21.9,26.28,15.33,PARIS,7510518
2022,5,36,Rochechouart,2,1971-1990,meublé,25.7,30.84,17.99,PARIS,7510936
2020,1,27,Ecole-Militaire,1,1946-1970,meublé,35.3,42.36,24.71,PARIS,7510727
2019,11,48,Quinze-Vingts,3,Apres 1990,non meublé,20.4,24.5,14.3,PARIS,7511248
2022,2,4,Place-Vendôme,4,Avant 1946,meublé,29.0,34.8,20.3,PARIS,7510104
2025,2,16,Notre-Dame,3,Apres 1990,meublé,30.4,36.5,21.3,PARIS,7510416
2019,5,36,Rochechouart,4,Avant 1946,non meublé,19.8,23.8,13.9,PARIS,7510936
2025,10,67,Batignolles,3,1971-1990,meublé,27.2,32.6,19.0,PARIS,7511767
2023,9,69,Grandes-Carrières,2,Apres 1990,non meublé,24.5,29.4,17.2,PARIS,7511869
2025,13,80,Charonne,1,Avant 1946,non meublé,28.4,34.1,19.9,PARIS,7512080
2020,10,49,Salpêtrière,4,Avant 1946,meublé,23.3,27.96,16.31,PARIS,7511349
2023,5,38,Porte-Saint-Denis,3,Apres 1990,non meublé,23.8,28.6,16.7,PARIS,7511038
2025,4,19,Val-de-Grace,1,1946-1970,meublé,37.8,45.4,26.5,PARIS,7510519
2024,13,74,Pont-de-Flandre,2,1946-1970,meublé,23.1,27.7,16.2,PARIS,7511974
2021,8,57,Saint-Lambert,1,Avant 1946,non meublé,28.0,33.6,19.6,PARIS,7511557
2021,12,56,Plaisance,3,Apres 1990,meublé,25.9,31.08,18.13,PARIS,7511456
2023,1,26,Invalides,4,1946-1970,non meublé,24.7,29.6,17.3,PARIS,7510726
2019,11,43,Roquette,4,Avant 1946,meublé,23.7,28.4,16.6,PARIS,7511143
2022,11,48,Quinze-Vingts,2,Avant 1946,non meublé,24.7,29.64,17.29,PARIS,7511248
2022,3,62,Muette,1,Avant 1946,non meublé,28.5,34.2,19.95,PARIS,7511662
2020,4,20,Sorbonne,3,Apres 1990,non meublé,23.0,27.6,16.1,PARIS,7510520
2023,11,39,Porte-Saint-Martin,3,1946-1970,meublé,22.4,26.9,15.7,PARIS,7511039
2020,9,70,Clignancourt,1,1946-1970,meublé,28.0,33.6,19.6,PARIS,7511870
2024,7,60,Javel 15Art,4,Apres 1990,meublé,28.0,33.6,19.6,PARIS,7511560
2025,4,9,Arts-et-Metiers,4,1971-1990,non meublé,25.6,30.7,17.9,PARIS,7510309
2025,11,40,Hôpital-Saint-Louis,1,1946-1970,non meublé,26.4,31.7,18.5,PARIS,7511040
2020,2,34,Chaussée-d'Antin,3,Apres 1990,non meublé,24.5,29.4,17.15,PARIS,7510934
2020,3,64,Chaillot,4,1971-1990,meublé,28.1,33.72,19.67,PARIS,7511664
2024,4,12,Sainte-Avoie,2,Apres 1990,meublé,27.6,33.1,19.3,PARIS,7510312
2019,3,62,Muette,2,1946-1970,meublé,28.9,34.7,20.2,PARIS,7511662
2023,5,38,Porte-Saint-Denis,3,1946-1970,meublé,23.5,28.2,16.5,PARIS,7511038
2021,12,51,Maison-Blanche,1,Avant 1946,meublé,34.0,40.8,23.8,PARIS,7511351
2022,6,66,Plaine de Monceaux,1,1971-1990,meublé,33.0,39.6,23.1,PARIS,7511766
2019,14,47,Bercy,1,Avant 1946,meublé,28.8,34.6,20.2,PARIS,7511247
